id_estacion,duracion_lluvia,estado_climatico,indice_humedad,longitud,latitud,temperatura_C,intensidad_cod,altura_agua_cod,caudal_cod,clima_cod,nubosidad_cod,cluster
80144,0.09523809523809523,0.2272727272727273,1.0,-76.6611,5.6858,0.5800000000000001,2,0,2,0,1,0
80144,0.047619047619047616,0.27272727272727276,1.0,-76.6611,5.6858,0.6000000000000001,1,2,1,0,2,0
80144,0.42857142857142855,0.27272727272727276,1.0,-76.6611,5.6858,0.6100000000000003,3,3,0,0,1,1
80144,0.7142857142857142,0.2272727272727273,1.0,-76.6611,5.6858,0.6100000000000003,3,1,0,0,0,1
80144,0.09523809523809523,0.27272727272727276,1.0,-76.6611,5.6858,0.6000000000000001,2,0,2,0,1,0
80144,0.09523809523809523,0.0,1.0,-76.6611,5.6858,0.5800000000000001,2,0,2,0,1,0
80144,0.07142857142857142,0.09090909090909094,1.0,-76.6611,5.6858,0.6000000000000001,2,2,2,0,1,0
80144,0.3333333333333333,0.09090909090909094,0.9512195121951219,-76.6611,5.6858,0.6100000000000003,0,0,0,0,0,2
80144,0.09523809523809523,0.0,0.8536585365853662,-76.6611,5.6858,0.6100000000000003,2,0,2,0,1,0
80144,0.14285714285714285,0.18181818181818182,0.8536585365853662,-76.6611,5.6858,0.6000000000000001,2,0,2,0,1,0
80144,0.09523809523809523,0.2272727272727273,0.6585365853658538,-76.6611,5.6858,0.6000000000000001,2,2,2,0,1,0
80144,0.14285714285714285,0.2272727272727273,0.6097560975609757,-76.6611,5.6858,0.6000000000000001,2,0,2,0,1,0
80144,0.09523809523809523,0.2272727272727273,0.36585365853658547,-76.6611,5.6858,0.6100000000000003,2,0,2,0,1,0
80144,0.07142857142857142,0.27272727272727276,0.3902439024390245,-76.6611,5.6858,0.6000000000000001,2,0,2,0,1,0
80144,0.42857142857142855,0.27272727272727276,0.2682926829268293,-76.6611,5.6858,0.6200000000000001,3,3,0,0,0,1
80144,0.14285714285714285,0.27272727272727276,0.17073170731707332,-76.6611,5.6858,0.6100000000000003,2,0,2,0,1,0
80144,0.09523809523809523,0.27272727272727276,0.2682926829268293,-76.6611,5.6858,0.6000000000000001,2,0,2,0,1,0
80144,0.09523809523809523,0.2272727272727273,0.7317073170731709,-76.6611,5.6858,0.6000000000000001,2,0,2,0,1,0
80144,0.14285714285714285,1.0,1.0,-76.6611,5.6858,0.6000000000000001,2,0,2,0,1,0
80144,0.14285714285714285,1.0,1.0,-76.6611,5.6858,0.6100000000000003,2,0,2,0,1,0
80144,0.14285714285714285,0.27272727272727276,1.0,-76.6611,5.6858,0.6000000000000001,2,0,2,0,1,0
80144,0.09523809523809523,0.27272727272727276,1.0,-76.6611,5.6858,0.5899999999999999,2,0,2,0,1,0
80144,0.09523809523809523,0.2272727272727273,1.0,-76.6611,5.6858,0.6000000000000001,2,0,2,0,1,0
80144,0.09523809523809523,0.0,1.0,-76.6611,5.6858,0.6000000000000001,2,0,2,0,1,0
80144,0.14285714285714285,0.18181818181818182,1.0,-76.6611,5.6858,0.6100000000000003,2,0,2,0,1,0
80144,0.7142857142857142,0.2272727272727273,1.0,-76.6611,5.6858,0.6299999999999999,3,1,0,0,0,1
80144,0.0,0.27272727272727276,1.0,-76.6611,5.6858,0.6000000000000001,1,2,1,0,2,0
80144,0.42857142857142855,0.27272727272727276,1.0,-76.6611,5.6858,0.6100000000000003,3,3,0,0,0,1
80144,0.09523809523809523,0.27272727272727276,1.0,-76.6611,5.6858,0.5899999999999999,2,0,2,0,1,0
80144,1.0,0.27272727272727276,1.0,-76.6611,5.6858,0.6399999999999997,3,1,3,1,0,0
80144,0.09523809523809523,0.09090909090909094,1.0,-76.6611,5.6858,0.6000000000000001,2,0,2,0,1,0
80144,0.047619047619047616,0.0,0.8536585365853662,-76.6611,5.6858,0.6000000000000001,2,0,2,0,1,0
80144,0.14285714285714285,0.18181818181818182,0.7317073170731709,-76.6611,5.6858,0.6000000000000001,2,0,2,0,1,0
80144,0.047619047619047616,0.2272727272727273,0.6585365853658538,-76.6611,5.6858,0.6000000000000001,2,2,2,0,2,0
80144,0.09523809523809523,0.18181818181818182,0.4878048780487807,-76.6611,5.6858,0.6100000000000003,2,0,2,0,1,0
80144,0.09523809523809523,0.18181818181818182,0.2682926829268293,-76.6611,5.6858,0.5899999999999999,2,0,2,0,1,0
80144,0.047619047619047616,0.18181818181818182,0.24390243902439046,-76.6611,5.6858,0.6000000000000001,2,2,2,0,2,0
80144,0.42857142857142855,0.27272727272727276,0.17073170731707332,-76.6611,5.6858,0.6100000000000003,3,3,0,0,0,1
80144,0.14285714285714285,0.27272727272727276,0.4878048780487807,-76.6611,5.6858,0.6000000000000001,2,0,2,0,1,0
80144,0.047619047619047616,0.27272727272727276,0.4878048780487807,-76.6611,5.6858,0.7199999999999998,2,0,2,0,1,0
80144,0.09523809523809523,0.27272727272727276,0.6097560975609757,-76.6611,5.6858,0.20000000000000018,2,0,2,1,1,0
80144,0.047619047619047616,0.0,0.7317073170731709,-76.6611,5.6858,0.20000000000000018,1,2,1,0,2,0
80144,0.42857142857142855,0.0,0.7317073170731709,-76.6611,5.6858,0.20000000000000018,3,3,0,0,1,1
80144,0.7142857142857142,0.0,0.8536585365853662,-76.6611,5.6858,0.20000000000000018,3,1,0,0,0,1
80144,0.09523809523809523,0.0,1.0,-76.6611,5.6858,0.20000000000000018,2,0,2,0,1,0
80144,0.09523809523809523,0.0,1.0,-76.6611,5.6858,0.20000000000000018,2,0,2,0,1,0
80144,0.07142857142857142,0.09090909090909094,1.0,-76.6611,5.6858,0.20999999999999996,2,2,2,0,1,0
80144,0.3333333333333333,0.0,0.8536585365853662,-76.6611,5.6858,0.2999999999999998,0,0,0,0,0,2
80144,0.09523809523809523,0.09090909090909094,0.8536585365853662,-76.6611,5.6858,0.2999999999999998,2,0,2,0,1,0
80144,0.14285714285714285,0.09090909090909094,0.8536585365853662,-76.6611,5.6858,0.4500000000000002,2,0,2,0,1,0
80144,0.09523809523809523,0.09090909090909094,1.0,-76.6611,5.6858,0.5,2,2,2,0,1,0
80144,0.14285714285714285,0.09090909090909094,1.0,-76.6611,5.6858,0.7000000000000002,2,0,2,0,1,0
80144,0.09523809523809523,0.09090909090909094,1.0,-76.6611,5.6858,0.6800000000000002,2,0,2,1,1,0
80144,0.07142857142857142,0.09090909090909094,1.0,-76.6611,5.6858,0.7999999999999998,2,0,2,1,1,0
80144,0.42857142857142855,0.09090909090909094,0.975609756097561,-76.6611,5.6858,0.8999999999999999,3,3,0,1,0,1
80144,0.14285714285714285,0.09090909090909094,1.0,-76.6611,5.6858,0.8399999999999999,2,0,2,1,1,0
80144,0.09523809523809523,0.18181818181818182,0.6097560975609757,-76.6611,5.6858,0.5,2,0,2,0,1,0
80144,0.09523809523809523,0.18181818181818182,0.5365853658536586,-76.6611,5.6858,0.2999999999999998,2,0,2,0,1,0
80144,0.14285714285714285,0.18181818181818182,0.2682926829268293,-76.6611,5.6858,0.20000000000000018,2,0,2,0,1,0
80144,0.14285714285714285,0.6363636363636364,0.17073170731707332,-76.6611,5.6858,0.10000000000000009,2,0,2,0,1,0
80144,0.14285714285714285,0.2272727272727273,0.24390243902439046,-76.6611,5.6858,0.10000000000000009,2,0,2,0,1,0
80144,0.09523809523809523,0.2272727272727273,0.07317073170731714,-76.6611,5.6858,0.10000000000000009,2,0,2,0,1,0
80144,0.09523809523809523,0.2272727272727273,0.0,-76.6611,5.6858,0.10000000000000009,2,0,2,0,1,0
80144,0.09523809523809523,0.27272727272727276,0.21951219512195141,-76.6611,5.6858,0.10000000000000009,2,0,2,0,1,0
80144,0.14285714285714285,0.27272727272727276,0.4878048780487807,-76.6611,5.6858,0.10000000000000009,2,0,2,0,1,0
80144,0.7142857142857142,0.27272727272727276,0.7317073170731709,-76.6611,5.6858,0.10000000000000009,3,1,0,0,0,1
80144,0.0,0.27272727272727276,0.8536585365853662,-76.6611,5.6858,0.10000000000000009,1,2,1,0,2,0
80144,0.42857142857142855,0.2272727272727273,0.7317073170731709,-76.6611,5.6858,0.10000000000000009,3,3,0,1,0,1
80144,0.09523809523809523,0.27272727272727276,1.0,-76.6611,5.6858,0.10000000000000009,2,0,2,1,1,0
80144,1.0,0.0,1.0,-76.6611,5.6858,0.10000000000000009,3,1,3,0,0,0
80144,0.09523809523809523,0.0,1.0,-76.6611,5.6858,0.06999999999999984,2,0,2,0,1,0
80144,0.09523809523809523,0.0,1.0,-76.6611,5.6858,0.20000000000000018,2,0,2,0,1,0
80144,0.047619047619047616,0.0,1.0,-76.6611,5.6858,0.2999999999999998,2,0,2,0,1,0
80144,0.14285714285714285,0.09090909090909094,1.0,-76.6611,5.6858,0.3999999999999999,2,0,2,0,1,0
80144,0.047619047619047616,0.0,1.0,-76.6611,5.6858,0.5,2,2,2,0,2,0
80144,0.09523809523809523,0.0,1.0,-76.6611,5.6858,0.7000000000000002,2,0,2,0,1,0
80144,0.09523809523809523,0.0,1.0,-76.6611,5.6858,0.75,2,0,2,0,1,0
80144,0.047619047619047616,0.09090909090909094,1.0,-76.6611,5.6858,0.7999999999999998,2,2,2,0,2,0
80144,0.42857142857142855,0.09090909090909094,1.0,-76.6611,5.6858,0.6000000000000001,3,3,0,0,0,1
80144,0.14285714285714285,0.09090909090909094,1.0,-76.6611,5.6858,0.5499999999999998,2,0,2,0,1,0
80144,0.047619047619047616,0.09090909090909094,0.6097560975609757,-76.6611,5.6858,0.5,2,0,2,0,1,0
80144,0.42857142857142855,0.0,0.5365853658536586,-76.6611,5.6858,0.3999999999999999,2,0,2,0,1,0
80144,0.14285714285714285,0.0,0.4878048780487807,-76.6611,5.6858,0.3999999999999999,1,2,1,0,2,0
80144,0.047619047619047616,0.0,0.36585365853658547,-76.6611,5.6858,0.2999999999999998,3,3,0,0,1,1
80144,0.09523809523809523,0.0,0.24390243902439046,-76.6611,5.6858,0.20000000000000018,3,1,0,0,0,1
80144,0.047619047619047616,0.0,0.07317073170731714,-76.6611,5.6858,0.20000000000000018,2,0,2,0,1,0
80144,0.42857142857142855,0.6818181818181819,0.09756097560975618,-76.6611,5.6858,0.20000000000000018,2,0,2,0,1,0
80144,0.7142857142857142,0.27272727272727276,0.09756097560975618,-76.6611,5.6858,0.20000000000000018,2,2,2,0,1,0
80144,0.09523809523809523,0.18181818181818182,0.17073170731707332,-76.6611,5.6858,0.20000000000000018,3,0,0,0,0,1
80144,0.09523809523809523,0.27272727272727276,0.2682926829268293,-76.6611,5.6858,0.20000000000000018,2,0,2,0,1,0
80144,0.07142857142857142,0.18181818181818182,0.6097560975609757,-76.6611,5.6858,0.10000000000000009,2,0,2,0,1,0
80144,0.3333333333333333,0.0,0.6097560975609757,-76.6611,5.6858,0.20000000000000018,2,2,2,0,1,0
80144,0.09523809523809523,0.0,0.8536585365853662,-76.6611,5.6858,0.10000000000000009,2,0,2,0,1,0
80144,0.14285714285714285,0.2272727272727273,0.8536585365853662,-76.6611,5.6858,0.10000000000000009,2,0,2,0,1,0
80144,0.09523809523809523,0.2272727272727273,0.8536585365853662,-76.6611,5.6858,0.1499999999999999,2,0,2,0,1,0
80144,0.14285714285714285,0.27272727272727276,0.8536585365853662,-76.6611,5.6858,0.20000000000000018,3,3,0,0,0,1
80144,0.09523809523809523,0.09090909090909094,1.0,-76.6611,5.6858,0.3999999999999999,2,0,2,0,1,0
80144,0.14285714285714285,0.2272727272727273,1.0,-76.6611,5.6858,0.48999999999999977,2,0,2,0,1,0
80144,0.14285714285714285,0.0,0.8536585365853662,-76.6611,5.6858,0.7000000000000002,2,0,2,1,1,0
80144,0.14285714285714285,0.18181818181818182,0.8536585365853662,-76.6611,5.6858,0.7999999999999998,2,0,2,0,1,0
80144,0.09523809523809523,0.0,0.8536585365853662,-76.6611,5.6858,0.77,2,0,2,0,1,0
80144,0.09523809523809523,0.0,1.0,-76.6611,5.6858,0.8999999999999999,2,0,2,0,1,0
80144,0.09523809523809523,0.0,0.9512195121951219,-76.6611,5.6858,1.0,2,0,2,0,1,0
80144,0.14285714285714285,0.0,0.7317073170731709,-76.6611,5.6858,0.8500000000000001,2,0,2,0,1,0
80144,0.7142857142857142,0.18181818181818182,0.7317073170731709,-76.6611,5.6858,0.7000000000000002,2,0,2,0,1,0
80144,0.0,0.0,0.5853658536585367,-76.6611,5.6858,0.6000000000000001,2,0,2,0,1,0
80144,0.42857142857142855,0.0,0.4878048780487807,-76.6611,5.6858,0.5,3,1,0,0,0,1
80144,0.09523809523809523,0.0,0.4878048780487807,-76.6611,5.6858,0.3999999999999999,1,2,1,0,2,0
80144,1.0,0.18181818181818182,0.3902439024390245,-76.6611,5.6858,0.10000000000000009,3,3,0,0,0,1
80144,0.09523809523809523,0.2272727272727273,0.2682926829268293,-76.6611,5.6858,0.0,2,0,2,0,1,0
80144,0.09523809523809523,0.6363636363636364,0.2682926829268293,-76.6611,5.6858,0.0,3,1,3,0,0,0
80144,0.14285714285714285,0.18181818181818182,0.21951219512195141,-76.6611,5.6858,0.10000000000000009,2,0,2,0,1,0
80144,0.09523809523809523,0.6818181818181819,0.3902439024390245,-76.6611,5.6858,0.10000000000000009,2,0,2,0,1,0
80144,0.09523809523809523,0.0,0.3902439024390245,-76.6611,5.6858,0.0,2,0,2,0,1,0
80144,0.09523809523809523,1.0,0.7317073170731709,-76.6611,5.6858,0.0,2,0,2,0,1,0
80144,0.14285714285714285,1.0,0.8536585365853662,-76.6611,5.6858,0.0,2,2,2,0,2,0
80144,0.7142857142857142,0.2272727272727273,1.0,-76.6611,5.6858,0.0,2,0,2,0,1,0
80144,0.0,0.27272727272727276,1.0,-76.6611,5.6858,0.0,2,0,2,0,1,0
80144,0.42857142857142855,0.18181818181818182,1.0,-76.6611,5.6858,0.0,2,2,2,0,2,0
80144,0.09523809523809523,0.0,1.0,-76.6611,5.6858,0.10000000000000009,3,3,0,0,0,1
80144,1.0,0.27272727272727276,1.0,-76.6611,5.6858,0.3999999999999999,2,0,2,0,1,0
80144,0.09523809523809523,0.27272727272727276,1.0,-76.6611,5.6858,0.48,2,0,2,0,1,0
80144,0.09523809523809523,0.27272727272727276,1.0,-76.6611,5.6858,0.6000000000000001,2,0,2,0,1,0
80144,0.047619047619047616,0.18181818181818182,1.0,-76.6611,5.6858,0.7000000000000002,1,2,1,0,2,0
80144,0.14285714285714285,0.27272727272727276,1.0,-76.6611,5.6858,0.77,3,3,0,0,1,1
80144,0.047619047619047616,0.09090909090909094,1.0,-76.6611,5.6858,0.8999999999999999,3,1,0,0,0,1
80144,0.09523809523809523,0.09090909090909094,0.975609756097561,-76.6611,5.6858,1.0,2,0,2,0,1,0
80144,0.09523809523809523,0.09090909090909094,1.0,-76.6611,5.6858,0.96,2,0,2,0,1,0
80144,0.047619047619047616,0.09090909090909094,1.0,-76.6611,5.6858,0.8999999999999999,2,2,2,0,1,0
80144,0.42857142857142855,0.0,0.7317073170731709,-76.6611,5.6858,0.7999999999999998,3,0,0,0,0,1
80144,0.14285714285714285,0.18181818181818182,0.6097560975609757,-76.6611,5.6858,0.6000000000000001,2,0,2,0,1,0
80144,0.14285714285714285,0.2272727272727273,0.6097560975609757,-76.6611,5.6858,0.6000000000000001,2,0,2,0,1,0
80144,0.7142857142857142,0.6363636363636364,0.3414634146341464,-76.6611,5.6858,0.3999999999999999,2,2,2,0,1,0
80144,0.0,0.27272727272727276,0.2682926829268293,-76.6611,5.6858,0.2999999999999998,2,0,2,0,1,0
80144,0.42857142857142855,0.2272727272727273,0.2682926829268293,-76.6611,5.6858,0.2999999999999998,2,0,2,0,1,0
80144,0.09523809523809523,0.27272727272727276,0.3170731707317074,-76.6611,5.6858,0.2999999999999998,2,0,2,0,1,0
80144,1.0,0.2272727272727273,1.0,-76.6611,5.6858,0.20000000000000018,3,3,0,0,0,1
80144,0.09523809523809523,0.2272727272727273,0.8536585365853662,-76.6611,5.6858,0.20000000000000018,2,0,2,0,1,0
80144,0.09523809523809523,1.0,0.8536585365853662,-76.6611,5.6858,0.2999999999999998,2,0,2,0,1,0
80144,0.047619047619047616,0.27272727272727276,1.0,-76.6611,5.6858,0.2999999999999998,2,0,2,1,1,0
80144,0.14285714285714285,0.27272727272727276,1.0,-76.6611,5.6858,0.2999999999999998,2,0,2,0,1,0
80144,0.047619047619047616,0.27272727272727276,1.0,-76.6611,5.6858,0.20000000000000018,2,0,2,0,1,0
80144,0.09523809523809523,0.27272727272727276,1.0,-76.6611,5.6858,0.27,2,0,2,0,1,0
80144,0.09523809523809523,0.2272727272727273,1.0,-76.6611,5.6858,0.3999999999999999,2,0,2,0,1,0
80144,0.047619047619047616,0.2272727272727273,1.0,-76.6611,5.6858,0.3999999999999999,2,0,2,0,1,0
80144,0.42857142857142855,0.2272727272727273,0.975609756097561,-76.6611,5.6858,0.54,2,0,2,0,1,0
80144,0.14285714285714285,0.18181818181818182,1.0,-76.6611,5.6858,0.6000000000000001,2,0,2,0,1,0
80144,0.047619047619047616,0.18181818181818182,1.0,-76.6611,5.6858,0.6000000000000001,3,1,0,0,0,1
80144,0.42857142857142855,0.09090909090909094,1.0,-76.6611,5.6858,0.7199999999999998,1,2,1,0,2,0
80144,0.14285714285714285,0.09090909090909094,1.0,-76.6611,5.6858,0.8999999999999999,3,3,0,0,0,1
80144,0.047619047619047616,0.09090909090909094,1.0,-76.6611,5.6858,0.8999999999999999,2,0,2,0,1,0
80144,0.09523809523809523,0.09090909090909094,0.8536585365853662,-76.6611,5.6858,0.8799999999999999,3,1,3,0,0,0
80144,0.047619047619047616,0.0,0.8536585365853662,-76.6611,5.6858,0.7999999999999998,2,0,2,0,1,0
80144,0.42857142857142855,0.18181818181818182,0.6585365853658538,-76.6611,5.6858,0.7999999999999998,2,0,2,0,1,0
80144,0.7142857142857142,0.18181818181818182,0.4878048780487807,-76.6611,5.6858,0.6000000000000001,2,0,2,0,1,0
80144,0.09523809523809523,0.18181818181818182,0.4878048780487807,-76.6611,5.6858,0.3999999999999999,2,0,2,0,1,0
80144,0.09523809523809523,0.18181818181818182,0.3902439024390245,-76.6611,5.6858,0.2999999999999998,2,2,2,0,2,0
80144,0.14285714285714285,0.27272727272727276,0.36585365853658547,-76.6611,5.6858,0.2999999999999998,2,0,2,0,1,0
80144,0.7142857142857142,0.27272727272727276,0.36585365853658547,-76.6611,5.6858,0.20000000000000018,2,0,2,0,1,0
80144,0.0,0.2272727272727273,0.4390243902439026,-76.6611,5.6858,0.10000000000000009,2,2,2,0,2,0
80144,0.42857142857142855,0.27272727272727276,0.7317073170731709,-76.6611,5.6858,0.20000000000000018,3,3,0,0,0,1
80144,0.09523809523809523,0.27272727272727276,0.7317073170731709,-76.6611,5.6858,0.20000000000000018,2,0,2,0,1,0
80144,1.0,0.2272727272727273,0.8536585365853662,-76.6611,5.6858,0.10000000000000009,2,0,2,0,1,0
80144,0.09523809523809523,0.27272727272727276,0.8536585365853662,-76.6611,5.6858,0.10000000000000009,2,0,2,0,1,0
80144,0.09523809523809523,0.2272727272727273,1.0,-76.6611,5.6858,0.10000000000000009,1,2,1,0,2,0
80144,0.047619047619047616,0.27272727272727276,1.0,-76.6611,5.6858,0.10000000000000009,3,3,0,0,1,1
80144,0.14285714285714285,0.27272727272727276,1.0,-76.6611,5.6858,0.11999999999999966,3,1,0,0,0,1
80144,0.047619047619047616,0.27272727272727276,1.0,-76.6611,5.6858,0.20000000000000018,2,0,2,0,1,0
80144,0.09523809523809523,0.27272727272727276,1.0,-76.6611,5.6858,0.2999999999999998,2,0,2,0,1,0
80144,0.09523809523809523,0.2272727272727273,1.0,-76.6611,5.6858,0.45999999999999996,2,2,2,0,1,0
80144,0.047619047619047616,0.18181818181818182,1.0,-76.6611,5.6858,0.6000000000000001,0,0,0,0,0,2
80144,0.42857142857142855,0.18181818181818182,1.0,-76.6611,5.6858,0.6000000000000001,2,0,2,0,1,0
80144,0.14285714285714285,0.0,1.0,-76.6611,5.6858,0.77,2,0,2,0,1,0
80144,0.14285714285714285,0.09090909090909094,1.0,-76.6611,5.6858,0.7999999999999998,2,2,2,0,1,0
80144,0.7142857142857142,0.2272727272727273,0.975609756097561,-76.6611,5.6858,0.7999999999999998,2,0,2,0,1,0
80144,0.0,0.09090909090909094,1.0,-76.6611,5.6858,0.8300000000000001,2,0,2,0,1,0
80144,0.42857142857142855,0.18181818181818182,0.8536585365853662,-76.6611,5.6858,0.5,2,0,2,0,1,0
80144,0.09523809523809523,0.18181818181818182,0.5365853658536586,-76.6611,5.6858,0.5,3,3,0,0,0,1
80144,1.0,0.18181818181818182,0.6097560975609757,-76.6611,5.6858,0.2999999999999998,2,0,2,0,1,0
80144,0.09523809523809523,0.18181818181818182,0.4878048780487807,-76.6611,5.6858,0.20000000000000018,2,0,2,0,1,0
80144,0.09523809523809523,0.18181818181818182,0.2682926829268293,-76.6611,5.6858,0.20000000000000018,2,0,2,1,1,0
80144,0.047619047619047616,0.2272727272727273,0.2682926829268293,-76.6611,5.6858,0.20000000000000018,2,0,2,0,1,0
80144,0.14285714285714285,0.27272727272727276,0.2682926829268293,-76.6611,5.6858,0.20000000000000018,2,0,2,0,1,0
80144,0.047619047619047616,0.2272727272727273,0.780487804878049,-76.6611,5.6858,0.20000000000000018,2,0,2,0,1,0
80144,0.09523809523809523,0.2272727272727273,1.0,-76.6611,5.6858,0.20000000000000018,2,0,2,0,1,0
80144,0.09523809523809523,0.2272727272727273,1.0,-76.6611,5.6858,0.029999999999999805,2,0,2,0,1,0
80144,0.047619047619047616,0.2272727272727273,1.0,-76.6611,5.6858,0.20000000000000018,2,0,2,0,1,0
80144,0.09523809523809523,1.0,1.0,-76.6611,5.6858,0.0,2,0,2,0,1,0
80144,0.09523809523809523,0.0,1.0,-76.6611,5.6858,0.20000000000000018,3,1,0,0,0,1
80144,0.047619047619047616,0.18181818181818182,1.0,-76.6611,5.6858,0.20000000000000018,1,2,1,0,2,0
